id,FM18_CH3OH_4.1/day,FM18_CH3OH_4.1/day_R1,FM20_no-lim_5.2/day,FM20_no-lim_5.2/day_R1,FM21_no-lim_5.4/day,FM21_no-lim_5.4/day_R1,FM21_no-lim_5.4/day_R2,FM12_CH4-lim_3.0/day,FM12_CH4-lim_3.0/day_R1,FM14_CH4-lim_3.0/day,FM14_CH4-lim_3.0/day_R1,FM19_O2-lim_3.5.day,FM19_O2-lim_3.5.day_R1,FM19_O2-lim_3.5.day_R2,FM22_O2-lim_4.2/day,FM22_O2-lim_4.2/day_R1,FM22_O2-lim_4.2/day_R2,FM34_-Cu_2.7/day_t0,FM40_-Cu_2.9/day_t0m,FM40_+Cu_2.9/day_t10m,FM40_+Cu_2.9/day_t20m,FM40_+Cu_2.9/day_t40m,FM40_+Cu_2.9/day_t60m,FM40_+Cu_2.9/day_t90m,FM40_+Cu_2.9/day_t180m,FM34_+Cu_2.7/day_t180m,FM34_+Cu_2.7/day_t240m,FM34_+Cu_2.7/day_t300m,FM34_+Cu_2.7/day_t360m,FM34_+Cu_2.7/day_t420m,FM34_+Cu_2.7/day_t480m,FM69_O2-lim+_0.7/day_t2,FM69_?-lim_0.7/day_t3,FM69_?-lim_0.7/day_t3_R1,FM69_?-lim_0.7/day_t4,FM69_?-lim_0.7/day_t4_R2,FM80_O2-lim_0.7/day_t2,FM80_O2-lim_0.7/day_t4,FM81_O2-lim+_0.7/day_t1,FM81_O2-lim_0.7/day_t2
MBURv2_210050,0.673609489,1.563819845,1.734124,1.235234225,1.085115282,1.633104899,0.995412814,0.776889177,0.387950885,1.484974297,1.781685165,1.136198493,0.580740805,0.239271877,0.364843494,1.585761068,0.871766921,1.701936103,0.850923844,0.60175421,0.957610073,1.318697906,0.729001309,0.825471531,1.481446864,1.492830159,1.493584105,1.607186819,2.086882421,1.836094529,2.038635596,1.404840666,1.114268363,1.45981483,1.52495761,1.895453015,1.611713225,1.624654487,1.620278511,1.6788722
MBURv2_210051,0.052790169,-0.527469412,-0.559956216,-1.239072872,-0.951608298,-0.546511181,-0.932099046,-0.610255228,-0.658437996,-0.434738514,-0.286521094,-0.434862497,-0.927103104,-0.871976417,-1.074783761,-0.313558111,-0.954386726,-1.513303328,-1.63115316,-1.437149347,-1.657515964,-1.259631464,-1.867112214,-1.56682738,-1.316496509,-1.30394436,-1.376723057,-1.29999873,-0.791161832,-1.078360405,-1.104615079,-1.286549104,-0.753275258,-0.883716011,-0.789435315,-1.002113371,-0.29679171,-0.191344745,-0.395573308,-0.277068669
MBURv2_210052,0.290938867,0.137821008,0.611927504,0.492618642,0.49159962,0.602731015,0.535937812,-0.178781881,-0.15544103,0.110083545,-0.143928385,0.104032771,0.038874115,0.053172991,0.152454212,0.235091758,0.161932813,-0.158532149,0.017995276,0.043901115,0.012702215,0.005592105,0.186865985,0.21374866,0.226115845,0.230117946,0.22420012,0.32864253,0.368363336,0.317070525,0.340150991,-0.485497689,0.373919207,0.270051107,0.414470325,0.279197257,0.196342207,-0.103423258,-0.315599184,-0.256684687
MBURv2_210053,0.661887072,0.477491801,0.831965618,0.497523777,0.727128655,0.733810962,0.773934257,0.213523094,0.277280323,0.440641844,0.269453028,-0.001227619,0.095778727,-0.325504798,0.311939123,0.380135396,0.276004636,0.135961591,0.388798784,0.396643285,0.377247677,0.470539309,0.541828065,0.365336817,0.395436279,0.26347046,0.483634607,0.735909808,0.385537915,0.611982907,0.396040374,-0.054984755,0.55070822,0.628270947,0.641675436,0.697314317,0.318074346,0.066445496,-0.222099862,-0.183920344
MBURv2_210054,0.398798744,-0.226834783,0.340913912,0.109572418,0.204506568,0.303094086,0.393346256,-0.136570518,-0.118269125,0.072018881,-0.19669013,-0.779047004,-0.707433379,-0.83762749,-0.153540158,0.07638529,-0.078951366,-0.047604467,-0.153845467,-0.066750228,-0.003527678,-0.123756208,-0.142767106,-0.228107596,-0.14919995,-0.134668515,0.167588221,0.156565907,-0.022194608,0.055837621,0.071328438,-1.059619392,-0.199258454,0.156066986,-0.067945447,0.195138276,-0.299080804,-0.473966555,-0.843021773,-0.804365141
MBURv2_210055,0.855250117,0.654075037,1.023021618,0.712101842,0.508319508,0.950100755,0.525644934,0.974269308,1.035306875,0.870528573,0.857470151,0.659542068,0.461210569,0.300762492,0.678526699,0.906712287,0.614220406,1.288526471,1.071303054,1.277195424,0.993230506,1.130532767,0.965484985,1.468117503,1.124692734,1.253176436,1.213380413,1.305162143,1.24045797,1.417697502,1.383093685,1.475034069,1.505258657,1.408222744,1.653050007,1.506559983,1.898207615,1.475688276,1.570664001,1.512772917
MBURv2_210056,0.014720357,0.119008913,-0.22713837,-0.150312592,-0.439871125,-0.171761638,-0.418504845,-0.442471797,-0.312767944,-0.41780203,-0.419849683,-0.834957634,-0.669375016,-0.878942452,-0.637958746,-0.812821872,-0.661636689,-0.746040641,-0.21098296,-0.358288578,-0.524065692,-0.289559435,-0.343604815,-0.458390509,-0.308821446,-0.572577138,-0.503751095,-0.485813229,-0.512570651,-0.151500991,-0.071818072,0.009431974,0.34901426,0.695438287,0.266725336,0.475591279,-0.44407798,-0.588414136,-0.707793331,-0.773000658
MBURv2_210057,-0.420217515,-0.292423262,-0.879192609,-0.756574376,-0.760248488,-0.901921294,-0.710600815,-1.022036884,-0.842948809,-0.961640467,-1.081242842,-1.250997419,-1.116936383,-1.06196696,-1.044486961,-1.188207685,-1.018859065,-0.92728763,-1.010969437,-0.928446388,-1.067256455,-1.078136738,-1.321954673,-1.186396235,-1.206969104,-0.827198403,-1.051603235,-1.016725663,-1.232639176,-0.925072943,-0.76362333,-0.889902599,-0.530213749,-0.104206734,-0.556281284,-0.718795683,-1.240531592,-1.336862973,-1.48230964,-1.565498843
MBURv2_210058,-0.015478326,0.022359068,-0.751329948,-0.868036159,-0.989210694,-0.797672656,-1.00772685,-1.179487301,-1.275846451,-0.972564838,-1.098920411,-0.966946904,-1.031303423,-1.061941835,-1.392270106,-1.093447393,-1.283513522,-0.923151354,-0.97915479,-1.125896132,-1.040182202,-1.117750665,-1.224824125,-1.359145438,-1.214824453,-1.163904755,-1.26029863,-1.179488792,-1.024639407,-0.974953158,-0.969433293,-0.839916731,0.817617696,0.665753899,0.737245081,0.607585535,-0.499799075,-0.499650337,-0.593332235,-0.545046019
MBURv2_210059,0.077454573,0.232337444,-1.332423262,-1.019035829,-0.937968331,-1.04889757,-1.087947297,-0.831637564,-0.801271811,-0.879484254,-0.929613069,-1.042453613,-0.750141206,-0.959067052,-0.940487264,-1.227153379,-1.046043895,-0.765669447,-0.401318505,-0.630304546,-0.270909582,-0.582617819,-0.785839666,-0.782873897,-1.018046295,-0.767292651,-0.275942351,-0.568451834,-0.58494092,-1.108763917,-0.829260868,-0.707634063,0.72385465,1.02334016,0.443553221,0.728555706,-0.401269078,-0.562239253,-0.350281246,-0.544072957
MBURv2_210060,-0.03982569,0.154892526,-0.886632027,-0.399118012,-0.567377176,-0.924800093,-0.609404045,-0.121394271,0.018033932,-0.184731221,-0.214126822,-1.387896355,-0.777704048,-0.958166269,-0.518461135,-1.030257039,-0.655403882,-0.067664658,-0.088173066,-0.025322124,-0.155425577,-0.248297236,-0.106636075,-0.411701554,-0.588586143,-0.173177105,-0.27837728,-0.203316002,-0.173297907,-0.295938726,0.128510614,0.316491834,0.177214801,0.725989177,0.004025205,0.403341786,-0.254796787,-0.238744156,-0.140448661,-0.271142678
MBURv2_210061,0.031063678,0.333530581,-0.466179319,-0.187097517,-0.28088321,-0.319978927,-0.244012455,0.059795541,0.209162005,-0.060316083,-0.212459793,-0.703636461,-0.39109014,-0.473970411,-0.222991576,-0.429120329,-0.279977776,-0.291354323,-0.109364328,-0.12769412,-0.28769078,-0.070027146,-0.339826118,-0.492299903,-0.51857889,-0.34150122,-0.253930499,-0.015447821,-0.41824861,-0.200709171,-0.065302412,-0.184310628,0.175801962,0.471948341,0.019936306,-0.063958781,0.075609498,0.184044446,0.20786099,0.150561695
MBURv2_210062,0.145473928,-0.07978253,-0.989904652,-1.549826092,-1.331012894,-0.791311709,-1.133753579,-1.251935647,-1.178419618,-1.263557027,-1.469833403,-0.940157168,-1.57336739,-1.567625444,-1.442547386,-0.873154562,-1.549491387,-1.499094803,-1.70427167,-1.428080683,-1.618232499,-1.641010786,-2.353575274,-2.02298739,-2.027586143,-2.004471482,-1.79775735,-2.100298987,-2.095347548,-1.36258395,-1.334327244,-1.513824112,-0.485111146,-0.508826988,-0.822161195,-0.93958567,-1.192181735,-1.055039502,-1.296827325,-1.46137408
MBURv2_210063,0.346190391,0.154771438,-0.173086165,-0.615100143,-0.575302758,-0.150231742,-0.659709035,-0.868118605,-0.726796335,-1.061530225,-1.07419613,-0.267288567,-0.795157606,-0.934998793,-0.780422793,-0.158134132,-0.858465029,-0.949057835,-0.920399463,-0.975736102,-1.085824572,-1.045867104,-1.205535318,-0.843022184,-1.02713065,-0.571978136,-0.749529155,-0.785263223,-0.726984541,-0.593055617,-0.881816005,-0.876510975,0.142886931,-0.134232026,-0.090791601,-0.238896214,-0.607685296,-0.649767625,-0.724132917,-0.918574473
MBURv2_210064,0.040486817,0.197233286,-0.209042366,-0.028019761,-0.382221887,-0.326324629,-0.46474956,-0.424847425,-0.337200464,-0.352783644,-0.435188619,-0.983759273,-0.656080263,-0.878009115,-0.444822478,-0.601064687,-0.398029961,-0.500638734,-0.332139562,-0.261350309,-0.323294199,-0.530858137,-0.602470175,-0.48931273,-0.676404538,-0.62533516,-0.568420925,-0.37716946,-0.693433499,-0.394520315,-0.431219052,-0.938770118,-0.303917032,-0.527244737,-0.204916908,-0.27185554,-0.476443678,-0.533648735,-0.80812484,-0.889133619
MBURv2_210065,-0.618634973,-0.872012098,-1.099223799,-0.886984893,-0.8611211,-1.057355209,-0.850119883,-1.254193974,-1.048341768,-1.074131392,-1.653455422,-1.356180654,-1.262020363,-1.04769504,-1.144571975,-1.341857931,-1.147686141,-1.596445926,-1.340899884,-1.333268536,-1.52545487,-1.426108876,-1.698233991,-1.593244656,-1.703247122,-1.476411686,-1.46903554,-1.334476149,-1.309489995,-1.384382297,-1.211575181,-2.038607298,-1.257993287,-1.516317499,-1.26199576,-1.517888193,-1.578985589,-1.664729894,-1.839896867,-1.87723836
MBURv2_210066,-0.404710498,-0.399511445,-0.544844825,-0.452512563,-0.259409949,-0.4209758,-0.253196566,-0.891812717,-0.890252837,-0.907950047,-1.301102433,-0.65925064,-0.521172827,-0.464668234,-0.600822483,-1.009368739,-0.653758044,-1.372994258,-0.789196197,-0.943529403,-0.792826348,-0.970099596,-0.908168296,-1.024742148,-1.19831934,-1.382752579,-0.985188883,-0.785531606,-0.842613565,-1.026860601,-0.889647086,-1.385705968,-0.316470293,-0.063447926,-0.433267187,-0.089471664,-0.647154577,-0.895785095,-1.208203316,-1.079864663
MBURv2_210067,-0.311271951,-0.250463869,-0.588439042,-0.534252591,-0.576292374,-0.529732981,-0.561994183,-0.908810949,-0.89608802,-0.906397819,-1.157025903,-0.934542854,-0.877918802,-0.955777832,-0.787313325,-0.905877281,-0.877343039,-0.964558928,-0.671170857,-0.838316924,-0.776032068,-0.933265083,-0.834059854,-1.059994076,-1.070903052,-0.878252967,-0.998393788,-0.81020958,-0.667042,-0.759378382,-0.838399849,-0.898171758,-0.278372793,-0.235189775,-0.428819374,-0.442179812,-0.668059432,-0.943575656,-1.109357542,-1.028433456
MBURv2_210068,-0.060280108,-0.663724042,-1.325715075,-1.790820401,-1.637362288,-1.093009558,-1.653707466,-1.868903818,-1.711658021,-1.46756675,-1.798816647,-1.197038187,-1.520777297,-1.440669577,-1.742725577,-1.59393571,-1.929215075,-1.715872748,-1.79117489,-1.637597039,-1.828999961,-1.882151897,-1.946028285,-1.864166971,-1.769370222,-1.904353019,-1.812443362,-2.125711406,-2.737431328,-1.841508016,-1.949028089,-1.749454239,-1.33733085,-1.235799665,-1.398474278,-1.671266886,-1.973175426,-2.057047316,-2.23221429,-1.997171875
MBURv2_210069,-0.252647665,-0.030430615,-0.330319564,-0.444546554,-0.519963751,-0.41502601,-0.584420765,-1.18128814,-1.128650546,-0.955856668,-1.188326778,-0.808468626,-1.058379894,-1.00500803,-0.84405712,-0.617955492,-0.757110465,-1.061698518,-1.099067164,-0.89286439,-1.275892761,-1.013121892,-1.410199389,-1.012479018,-0.941552613,-1.017518033,-1.056200965,-1.032336042,-0.72566973,-0.845827724,-0.848250735,-1.406797625,-0.404618367,-0.680149327,-0.621569067,-1.238531482,-0.879920947,-0.994161697,-1.253075649,-1.278192026
MBURv2_210070,-0.045532382,-0.286417666,0.174217098,-0.087708584,-0.064267387,0.204175952,-0.086538811,-0.929084398,-0.914763466,-0.604518395,-0.733935735,-0.072163315,-0.269988262,-0.429842876,-0.497936431,-0.180589733,-0.460967578,-0.755066309,-0.53218338,-0.674837533,-0.647734679,-0.931006399,-0.717781819,-0.858312926,-0.638868856,-0.761511897,-0.505869854,-0.415829691,-0.57994343,-0.36169822,-0.407555274,-1.128876712,-0.338536098,-0.830221569,-0.2659751,-1.261780104,-0.640033166,-0.714471691,-0.892916475,-0.782801088
MBURv2_210071,0.444269276,0.220955645,1.011844282,0.817909985,0.759298745,1.070559687,0.854727229,0.124765223,0.272551431,0.258346053,0.115447978,0.649651648,0.551100112,0.372908791,0.77604048,0.821469057,0.667315548,0.033206067,0.487186895,0.226684951,0.240416484,0.151069816,0.406217952,0.290052999,0.084324628,0.180480046,0.366880337,0.630113216,0.363889859,0.472552024,0.655001936,-0.172659698,0.84280472,0.3129805,0.718608285,0.052117801,0.82845445,0.381497286,0.463751952,0.512757361
MBURv2_210072,-0.142962317,-0.116609139,0.171826426,0.456112452,0.234872362,0.114297665,0.245768603,-0.21698602,-0.066547363,-0.067544344,-0.228862288,-0.433023517,-0.1070756,-0.13531482,0.222751015,-0.123603554,0.195406036,0.345403283,0.20282078,0.287834654,0.077526883,0.177396315,0.20545225,0.244823691,0.133124933,0.366305456,0.484464272,0.612642455,0.376178103,0.329419144,0.484418504,-0.165963125,0.4861637,0.375525657,0.349588602,0.215959206,0.180330944,-0.118560313,-0.048742134,-0.015381545
MBURv2_210073,-0.501556527,0.132222279,0.388714472,0.648553565,0.308558319,0.357305271,0.261056818,-0.928095276,-0.932530015,-0.836171415,-1.105557712,-0.209871512,-0.117469091,-0.335946919,0.168688378,0.059467847,0.278384445,0.681943656,0.907546219,0.758824782,0.638113355,1.026196435,0.742094843,0.80860191,0.918715904,0.639967497,0.719493429,0.406225386,0.617411389,0.613098379,0.923804082,0.364515723,0.64642535,1.291607469,0.227815085,1.114510958,-0.133986323,-0.208200265,-0.356624632,-0.329389846
MBURv2_210074,0.182870873,0.360174226,-0.222992884,-0.199705673,-0.185211616,-0.425934175,-0.085370069,-0.272844332,-0.651509864,-0.362931504,-0.412037408,-1.290791508,-0.468309878,-0.849997755,-0.647121654,-0.919031084,-0.827191831,0.858821418,0.031978742,0.392150304,0.325908864,0.646571765,0.02174197,-0.065273628,-0.372432138,0.256638858,0.864514922,-0.336278392,0.707353515,0.230324729,0.555764063,0.581872554,0.023949165,1.202726187,0.25687755,0.947054212,-0.280603951,-0.370707795,-0.349671871,-0.178906178
MBURv2_210075,-1.078423209,-1.171606297,1.319867309,1.08543338,0.880086671,1.082141216,0.869070958,0.944597229,0.76527848,0.85091481,0.872292537,1.298069484,1.01001538,1.024627139,0.553639819,1.084057521,0.790277377,0.614794319,-0.132190262,0.004723574,0.159073593,0.614718885,1.033971111,1.211761059,1.224060176,1.274970681,1.159144862,1.162941639,1.143175632,1.139423195,1.111247789,0.567946709,2.342515971,2.043257209,2.386394691,2.061681348,1.581977387,0.53525671,0.601023582,0.811706065
MBURv2_210076,0.056529208,0.529859158,0.079549721,0.381318738,0.163354533,-0.071524388,0.117643562,0.184852335,0.241570438,0.152283153,0.001776245,-0.216121944,0.149503598,-0.064402456,-0.145642951,-0.44594955,-0.158801062,0.734163177,0.581963063,0.50934114,0.602956743,0.574947743,0.550641141,0.699230782,0.367472457,0.576415344,0.684539432,0.409780351,0.738814476,0.790714156,0.790109287,0.770228569,0.94627134,1.339821665,0.894736066,0.979571706,0.624605321,0.096254768,0.145897196,0.152115065
MBURv2_210077,-1.288336337,-1.668093499,-0.334257002,-0.593862049,-0.796596485,-0.607535317,-0.734518729,-1.292156752,-1.247615138,-1.224279203,-1.509036984,-0.365616545,-0.71593156,-0.574181089,-1.156935692,-0.898696358,-1.123144692,-1.304755618,-1.390773774,-1.295967834,-1.340230275,-1.420943719,-1.745400663,-1.299691468,-0.657938212,-1.043202968,-0.844108722,-0.861094932,-0.996165596,-1.100685441,-1.009754814,4.179547277,-0.513392791,-0.818450581,-0.431190527,-0.835651928,-0.484231888,-1.686287924,-1.388420495,-1.178396776
MBURv2_210078,-0.787802456,-0.846970422,-0.389692489,-0.306384776,-0.653310359,-0.767093361,-0.661512869,-1.464740153,-1.042491338,-1.583976242,-1.838215465,-1.251653114,-0.851432197,-0.976763557,-0.930768753,-0.888830846,-1.169165868,-1.105554673,-1.778235834,-1.607849696,-1.51640973,-1.70706519,-1.686161159,-1.10834235,-0.811148634,-1.895364236,-1.327016535,-1.54968203,-1.345113905,-0.886054455,-0.924861778,4.499868396,-0.466129446,-0.472838862,-0.49350856,0.097613888,-0.718361527,-1.609422522,-1.272856274,-1.360862494
MBURv2_210080,-0.596578052,-1.119403526,-0.844668734,-0.926158041,-0.937284103,-0.825769268,-0.829584331,-1.216576112,-1.002555807,-0.986106257,-1.387963273,-0.867885765,-0.92426057,-0.822677149,-0.943459475,-0.968419111,-0.805112297,-1.893251069,-1.456307739,-0.891642662,-1.504166135,-1.247633571,-1.427242861,-1.637036631,-1.399953201,-1.512035596,-1.590050941,-1.358998468,-1.760151405,-1.336715864,-1.941735597,2.281050624,-0.221163333,-1.691479149,-0.389485495,-0.883020787,0.709500012,-0.530244561,0.897068727,0.100402282
MBURv2_210081,-0.22782769,-0.705388852,-0.809424196,-1.181331825,-0.884294015,-0.593338799,-0.876936398,-0.263904623,-0.251849685,-0.156594344,-0.361941648,-0.385292132,-0.498761387,-0.449088069,-0.078828494,0.050396116,-0.149980811,-0.721802147,-0.565146258,-0.515283577,-0.61426745,-0.801333851,-0.750879115,-0.995907125,-1.511958227,-0.96821179,-0.755637007,-0.854892294,-1.327835914,-0.904400373,-0.819275369,2.233608037,-0.441731415,-1.159627984,-0.474305691,-1.222436309,2.196947083,1.093771526,2.456440954,1.673340639
MBURv2_210082,-0.288896073,-0.551311898,0.447706126,0.488753045,0.535706037,0.574498547,0.687472055,1.411235946,1.530117899,1.559080899,1.537621473,0.926850995,1.149208486,1.166170726,1.79796007,1.540846872,1.737062572,1.371797806,1.585763199,1.524504603,1.273261613,1.257390693,1.177644181,0.800635915,0.130365084,0.765817525,1.081623193,0.908285411,0.834707132,1.191833328,1.066501978,4.460161499,0.292395102,0.421227693,0.429164915,0.952152079,4.076432212,2.956890552,4.454630512,3.647794081
MBURv2_210083,-0.38416972,0.378096134,-0.299047124,0.569435813,0.165285631,-0.290655317,0.596948807,-1.228927216,-1.484140568,-1.147877127,-1.457125297,-0.24116074,0.825246473,0.458972935,1.44703584,-0.016586393,1.415796633,1.822295542,1.345885478,1.778567126,1.364008654,1.971006715,0.95917396,1.309970281,1.026579937,0.335961311,1.409949059,0.096681016,0.917920501,0.341356041,1.04119089,4.663924799,0.354546854,1.697086139,-0.006156856,1.932554642,2.611787075,1.364814382,3.202228609,2.254053229
MBURv2_210084,-0.273138407,0.161250085,-0.750547267,-0.529636791,-0.656473618,-0.995912051,-0.896622806,-0.973546382,-1.148607037,-0.853133862,-0.685943988,-1.575688872,-1.30020838,-1.334148785,-1.600119013,-1.504437559,-1.397984558,-0.073539865,-0.89266147,-0.971597966,-0.861474324,-0.861207194,-0.873952581,-0.915172751,-0.523093814,-0.255427459,-0.454297199,-0.40421722,0.223080382,-0.187022931,-0.088092127,-0.406631807,-0.522942825,0.082977293,-0.413265331,0.139122096,-0.954929717,-0.931350617,-0.785781594,-0.911924588
MBURv2_210085,-0.360413821,-0.393624706,0.283121415,0.572988369,0.413862514,0.279705095,0.328362468,-0.183646838,-0.326212858,-0.016613671,-0.19934379,-0.231887809,0.069903279,-0.155550436,0.104415586,-0.146002652,0.13966209,0.552217702,0.418701591,0.449276857,0.369974512,0.482605096,0.918124601,0.751774784,0.623429887,0.79656787,0.732627711,0.944399839,0.607830609,0.803855653,0.975174315,0.000772389,0.223176139,0.836522123,0.10250904,0.536763657,-0.137516156,-0.373087137,-0.436164828,-0.444613542
MBURv2_210086,-0.116857006,1.360707894,2.31143812,2.024102169,1.716790554,2.003039098,1.498066578,-0.494869402,-1.714134957,0.674685722,1.120301249,1.920177865,1.382072958,0.919562983,0.741431442,1.811644661,1.269693372,1.819594854,0.713617262,0.582124077,0.887310272,1.662857186,1.145687084,1.918578483,2.619677254,2.468001302,2.134354749,1.957778854,2.920840551,2.346018956,2.553092758,0.726341684,0.449410118,0.85669439,1.027903964,1.251429413,1.025819078,1.051536586,0.869629701,0.893850849
MBURv2_210087,0.399671182,0.816136575,1.428800489,0.897297518,0.775507047,1.163511303,0.683224258,-0.030092741,-0.504654875,0.290503067,0.681165909,1.244341055,0.39398472,0.190013494,0.078560105,1.150164003,0.316432371,0.786525024,-0.256415012,0.031523615,-0.01593892,0.839486116,0.123465444,1.076615748,1.649919992,1.623965602,1.364124877,0.998551323,1.845067404,1.430051524,1.618844444,-0.280261707,0.188721912,0.119410793,0.236404372,0.293397554,0.229994314,0.194103666,0.020975231,0.125217224
MBURv2_210088,-0.009162537,-0.074481814,1.537857638,1.153907016,1.177358463,1.238597752,1.041569766,-0.922246894,-1.210118937,-0.079467524,-0.054520556,0.596936304,0.015989514,0.208280371,-0.364181722,0.565365909,0.042300386,0.513280766,-0.541196637,-0.435963178,-0.24403746,0.119961943,-0.02160406,0.544817858,1.090283505,1.304391232,0.821234423,0.671196729,1.684556961,0.872231026,1.195868118,-0.371536195,0.493152093,0.312942648,0.375522047,-0.149807328,-0.015083274,-0.197040392,-0.162519066,-0.128416408
MBURv2_210089,0.042674604,-0.402554464,-0.115473952,-0.0165312,-0.198035657,-0.261863659,-0.25897334,-0.024684706,0.04954679,0.013531873,0.188553628,-0.683029137,-0.513181797,-0.77650044,-1.097931527,-0.826781267,-0.977703424,0.110104818,-0.483696407,-0.374296674,-0.594508967,-0.22651028,-0.263613857,-0.00640998,0.596808807,0.546347314,-0.052677899,0.317248396,0.900796323,0.520237518,0.320547601,-0.942850525,-0.138409714,0.07330439,-0.447824195,-0.28816225,-1.142955353,-1.069871357,-1.081062595,-0.971860786
MBURv2_210090,-1.065686833,-0.2134205,-0.908439894,-0.87173706,-1.140789905,-0.891975598,-1.089021495,-1.869128178,-1.880055062,-1.925602447,-1.93010685,-0.964040701,-0.946854458,-1.277315756,-1.012903477,-1.248657112,-1.248034206,-1.846946456,-2.003263959,-2.15789306,-1.999858826,-2.028083041,-1.610520856,-1.59476132,-1.471567465,-1.112393425,-1.034270262,-1.244328311,-1.270037643,-1.214638092,-1.204763186,-2.973468999,-1.832967622,-2.334349893,-1.948790356,-2.428417787,-1.989894768,-2.243815898,-2.602669555,-2.558546485
MBURv2_210091,-0.45482604,-0.455027496,-0.348174848,-0.623060148,-0.672695563,-0.480557048,-0.697495033,-1.479354952,-1.584379131,-1.181366872,-1.323468463,-0.80608949,-1.017143408,-0.914209184,-0.974738677,-0.642648611,-0.917926136,-1.531861752,-1.424099852,-1.277312829,-1.597627528,-1.134615301,-1.361196933,-1.104754881,-1.043809391,-1.135414523,-1.065050397,-1.064328165,-1.201894044,-1.159098995,-1.178711979,-1.871431831,-0.834235728,-1.155188591,-1.014510395,-1.195369905,-1.135994764,-1.220350163,-1.399338847,-1.405862553
MBURv2_210092,-0.131995077,-0.340805544,0.034332603,-0.122691116,-0.084775202,0.038791115,-0.054389345,-0.912736898,-0.902447048,-0.652581777,-0.951057352,-0.19020679,-0.310823912,-0.156590505,-0.336901219,-0.235887116,-0.341566385,-0.982723779,-0.718520859,-0.754026017,-0.723679951,-0.814496909,-0.744182327,-0.68518482,-0.688284062,-0.675746349,-0.532557165,-0.432146499,-0.599060771,-0.512748925,-0.542938974,-1.527498365,-0.283412021,-0.769385298,-0.358526262,-0.988474439,-0.556789434,-0.732570103,-0.971927442,-1.027585729
MBURv2_210093,0.086425756,-0.518006355,0.189926881,-0.306762665,-0.090905321,0.143927972,-0.073054047,-0.969193183,-0.848631035,-0.64472079,-1.025700419,-0.009341669,-0.310182167,-0.380463474,-0.433767898,-0.081709899,-0.408189679,-0.783057836,-0.562134093,-0.715021219,-0.561558922,-0.798176863,-0.649635283,-0.664219086,-0.750823665,-0.637263614,-0.528095193,-0.452901391,-0.660393624,-0.548044619,-0.651712367,-1.099535064,0.114456061,-0.417280886,0.049401121,-0.588132665,-0.37404658,-0.46955941,-0.757750102,-0.853413294
MBURv2_210094,0.833860677,0.383209057,0.125643828,-0.137565172,-0.087840185,0.072230901,-0.160074439,-0.591497295,-0.33010464,-0.338032287,-0.534789093,-0.34781901,-0.623461488,-0.720505282,-0.144974034,0.080903248,-0.242916861,-0.494388767,-0.364733082,-0.280419863,-0.414547754,-0.465531853,-0.658197296,-0.378066355,-0.314375682,-0.506922673,-0.364491241,-0.509782554,-0.624977941,-0.352164263,-0.324693125,-1.290890242,0.288269343,-0.266387985,0.200589929,-0.404194457,-0.196635324,-0.186173959,-0.391295905,-0.347256266
MBURv2_210095,0.251951659,-0.027578086,0.357466382,0.116279965,0.064580679,0.306828169,0.045489606,-0.390306341,-0.364914404,-0.01942437,-0.168699344,-0.543012239,-0.576976197,-0.301326683,0.066919082,0.133597412,0.02423657,-0.071958533,0.087155398,0.037019103,0.024755105,-0.097764239,0.019202795,-0.108094443,-0.1991496,-0.283035103,0.031710131,0.053309238,-0.283713361,0.046612776,-0.367238538,-0.525939285,0.826133946,0.511049133,0.714903557,0.52928692,0.266363427,0.119289604,0.073195728,0.073742473
MBURv2_210096,-0.282050885,-0.379702964,-0.192963205,-0.207648956,-0.248636996,-0.191981726,-0.156692665,-0.485696235,-0.625693011,-0.521255048,-0.750391905,-0.488097963,-0.503329219,-0.177926729,-0.301151663,-0.212271579,-0.298933743,-0.737822888,-0.537059937,-0.718349237,-0.569190575,-0.862519709,-0.634205242,-0.990588818,-0.979341857,-1.06250972,-1.063120562,-0.847531206,-1.051382702,-0.726127555,-0.773941383,-0.88047066,0.227272835,-0.139322793,0.171675228,-0.016187238,-0.385395161,-0.428874503,-0.550860413,-0.445642914
MBURv2_210097,-0.340155207,-0.323007962,-1.360421012,-1.344434801,-1.432392071,-1.502788824,-1.458901098,-1.535110858,-1.537607025,-1.198305184,-1.424197833,-1.524787973,-1.697983409,-1.681292316,-1.601598935,-1.510599835,-1.627048462,-1.281274909,-1.261360471,-1.49719799,-1.330391901,-1.374021063,-1.389592987,-1.691494466,-1.560661703,-1.536148052,-1.417471486,-1.568167194,-1.597032279,-1.336715864,-1.57775961,-1.715626854,-1.362011871,-0.926242801,-1.48585617,-1.018294242,-1.78000963,-1.810668481,-1.962773295,-2.055697399
MBURv2_210098,-0.1657462,-0.160455902,-0.680335832,-0.70360866,-0.852228333,-0.780017927,-0.897135453,-1.002388574,-0.966029931,-0.727121209,-0.868204783,-1.016013769,-1.113352982,-1.202688455,-1.082300686,-1.066772151,-1.019384014,-1.039425084,-0.798316029,-0.892607998,-0.838653134,-0.772330962,-1.072090254,-0.996750659,-1.030003591,-1.083192297,-1.393250234,-1.680926563,-1.413285408,-1.130264986,-1.023660254,-1.28705838,-0.477705798,-0.599631393,-0.679796514,-0.784373199,-1.008925451,-0.977122626,-1.105399528,-1.231069585
