id,FM18_CH3OH_4.1/day,FM18_CH3OH_4.1/day_R1,FM20_no-lim_5.2/day,FM20_no-lim_5.2/day_R1,FM21_no-lim_5.4/day,FM21_no-lim_5.4/day_R1,FM21_no-lim_5.4/day_R2,FM12_CH4-lim_3.0/day,FM12_CH4-lim_3.0/day_R1,FM14_CH4-lim_3.0/day,FM14_CH4-lim_3.0/day_R1,FM19_O2-lim_3.5.day,FM19_O2-lim_3.5.day_R1,FM19_O2-lim_3.5.day_R2,FM22_O2-lim_4.2/day,FM22_O2-lim_4.2/day_R1,FM22_O2-lim_4.2/day_R2,FM34_-Cu_2.7/day_t0,FM40_-Cu_2.9/day_t0m,FM40_+Cu_2.9/day_t10m,FM40_+Cu_2.9/day_t20m,FM40_+Cu_2.9/day_t40m,FM40_+Cu_2.9/day_t60m,FM40_+Cu_2.9/day_t90m,FM40_+Cu_2.9/day_t180m,FM34_+Cu_2.7/day_t180m,FM34_+Cu_2.7/day_t240m,FM34_+Cu_2.7/day_t300m,FM34_+Cu_2.7/day_t360m,FM34_+Cu_2.7/day_t420m,FM34_+Cu_2.7/day_t480m,FM69_O2-lim+_0.7/day_t2,FM69_?-lim_0.7/day_t3,FM69_?-lim_0.7/day_t3_R1,FM69_?-lim_0.7/day_t4,FM69_?-lim_0.7/day_t4_R2,FM80_O2-lim_0.7/day_t2,FM80_O2-lim_0.7/day_t4,FM81_O2-lim+_0.7/day_t1,FM81_O2-lim_0.7/day_t2
MBURv2_100001,0.19239034,0.399055752,0.22604392,0.031919312,-0.259212198,0.024218021,-0.375939347,-0.662137985,-0.664962393,-0.340740779,-0.336630005,-0.39095567,-0.599170837,-0.591524251,-0.454947186,0.015632343,-0.229037324,-0.353053132,-0.210975335,-0.52103753,-0.514811176,-0.432348979,-0.326300367,-0.462619223,-0.392372612,-0.397099829,-0.625674851,-0.353980393,-0.217239083,-0.145831244,-0.169519726,-0.714688821,0.375098413,0.230305065,0.045003001,-0.026447986,-0.136418271,-0.239294983,-0.400820356,-0.313183757
MBURv2_100002,-0.405649447,-0.30995986,-0.581343432,-1.050033096,-1.235837689,-0.529027668,-1.161496514,-1.274654489,-1.243865441,-1.715638887,-2.215570619,-0.493420674,-0.865134574,-0.662042466,-1.293836852,-0.552639294,-1.197071865,-2.092268982,-1.237473137,-1.366295017,-2.22649203,-1.65815559,-2.115298855,-1.670867462,-1.901790386,-2.78505409,-2.448031936,-2.024334385,-3.2030949,-0.872768764,-2.717254432,-2.980652558,-0.202879697,-2.423929262,-0.404706232,-1.477967376,-1.135769931,-1.251408867,-1.323482347,-1.384361389
MBURv2_10001,-0.349818215,-0.432158679,-0.748817431,-1.126518941,-1.176546755,-0.974532843,-1.157318047,-1.812235249,-1.774428142,-1.72455042,-1.778432745,-1.751744842,-2.126935955,-2.111356295,-1.716258414,-1.674838112,-1.75993399,-3.346293012,-1.786953051,-1.228001625,-1.513252847,-1.590251525,-1.958585524,-2.109923386,-2.774992632,-2.717150026,-1.441528416,-2.956430321,-2.398225242,-2.541830294,-2.819275369,-2.497710994,-1.428475319,-1.24054798,-1.345572377,-1.410063312,-2.228330539,-1.94355401,-2.684421581,-2.403920166
MBURv2_10002,-0.429268128,0.644219824,0.573051943,0.232233475,-0.060840923,0.395559943,-0.097190642,-1.325058744,-1.769956151,-0.577713708,-0.566898031,-0.101513552,-0.505718728,-0.604119702,-0.68638034,0.158426678,-0.355419039,0.342922238,-0.100907068,-0.133732964,-0.280943246,0.051083029,-0.323075739,0.117960713,0.140986244,0.3209358,-0.256111867,-0.012495933,0.418509444,-0.032524133,0.187882629,-0.253695213,0.061458087,-0.387287418,0.545962388,0.11419319,-0.076866476,-0.000965294,-0.226298962,-0.229278088
MBURv2_10003,-0.47512037,-0.159999762,-0.398919356,-0.153890672,-0.364631225,-0.543517917,-0.403339271,-1.106884143,-1.116420849,-0.932348441,-0.947665048,-1.024358525,-0.767429406,-0.868286988,-0.878583103,-0.831691418,-0.676125857,-0.757963367,-0.748037198,-1.102835351,-0.946163448,-1.129683868,-0.863170428,-0.917399567,-0.995845262,-0.82773907,-0.908580459,-1.117292572,-0.544254694,-0.977173477,-0.737528164,-1.391160398,-0.835127598,-1.039627434,-0.662972537,-0.845406495,-1.228497342,-1.149969004,-1.464723828,-1.412012136
MBURv2_10004,-0.89925652,-0.8257762,-0.253636665,-0.255746776,-0.250629287,-0.262278054,-0.270348655,-1.447906441,-1.433120699,-1.5183879,-1.776359842,-0.869059356,-0.92409027,-0.658136159,-0.837873066,-0.772522747,-0.822841119,-1.812555835,-1.708895358,-1.780773441,-1.760505888,-1.682118833,-1.69652167,-1.627716509,-1.938692685,-2.007563013,-1.508521056,-1.363799454,-1.913397665,-1.675517777,-1.661047326,-2.025374361,-0.713131335,-1.782759655,-0.768507768,-1.823858714,-1.227467351,-1.138404009,-1.699121029,-1.447650953
MBURv2_10005,0.097044856,0.142822421,0.688213764,0.957357701,0.784590128,0.545845951,0.766510272,-0.34396831,-0.324091385,-0.499225905,-0.638875734,0.039684942,0.393182871,0.426911726,0.183031229,-0.036570768,0.32734112,-0.941338003,-0.216647842,-0.304173305,-0.401220793,-0.464789344,-0.283862771,-0.157898174,-0.119981071,-0.940878895,-0.953799212,-0.388745812,-0.586871651,-0.743532856,-0.70562249,-0.403957673,-0.49587679,-0.462570527,-0.475515314,-0.298607989,-0.273023988,-0.474076113,-0.733112525,-0.90518301
MBURv2_10006,0.183645475,0.749078453,0.118907858,0.46101038,-0.248972206,-0.273581803,-0.063836907,-0.071510626,-0.578558399,-0.360399304,0.247718146,-0.609333788,-0.022278888,-0.477634583,-0.318498907,-0.98126628,-0.394373305,0.710429578,-0.043984625,-0.527972548,-0.749193758,0.232005811,-0.638828528,0.070430553,0.148835687,-0.458793575,-0.15348028,-0.388745812,0.091456756,0.514892296,-0.10720095,-0.534097808,-0.104326554,0.588222664,0.182686652,0.597749678,-0.356997211,-0.863747807,-0.279379398,-0.703341386
MBURv2_10007,0.715365954,0.443387594,1.144038097,1.385256828,1.032880668,1.000899129,1.127023074,0.231198173,-0.128503111,-0.023580963,0.694877796,0.19463532,0.273866573,0.336801065,0.08900492,0.34053113,0.468264053,-0.234287987,-0.058276665,-0.508314022,-0.899025752,0.21047265,-0.865363974,0.017188532,0.126115611,-1.038104408,-0.759975943,-1.336278392,-0.930076406,-0.2971875,-1.15472932,-0.833164945,-1.041754082,-0.565948266,-0.543813641,-0.567518961,-0.486188085,-0.454231151,-1.036788916,-0.696305395
MBURv2_10008,-0.274492036,0.107408155,0.539097304,0.524044301,0.260274074,0.294519205,0.235780083,-1.207519711,-1.446944903,-1.030639452,-0.996999909,-0.435181417,-0.512365058,-0.413002834,-0.550944993,-0.306155838,-0.364114893,-0.411099374,-0.67203643,-1.004467256,-1.076604326,-0.565404041,-1.044459561,-0.687072897,-0.857858966,-1.131763515,-0.885506825,-0.845952765,-0.907356329,-0.447747176,-0.666628359,-1.55563097,-1.007446032,-1.270209696,-0.837759324,-0.909210311,-1.096437027,-0.905044223,-1.09903507,-1.204542105
MBURv2_10009,-0.163555526,-0.169693424,0.130804464,0.148471557,0.084963648,0.04765392,-0.002430627,-1.173556867,-1.339919968,-1.02711227,-1.03362327,-0.394198835,-0.486383532,-0.396829701,-0.594535978,-0.300959324,-0.393040884,-1.793591532,-1.224197907,-1.35866635,-1.570470802,-1.205257221,-1.320663911,-1.060160378,-1.232090292,-2.171866018,-1.805400085,-1.580606603,-2.050268317,-1.426534126,-1.715294514,-2.797452325,-1.642825159,-1.655766529,-1.290912007,-1.464692145,-1.223217289,-1.019241786,-1.66965229,-1.618557929
MBURv2_10010,-0.175009555,-0.305046761,-0.118131339,0.022571346,-0.062451723,-0.201704394,-0.251048099,-1.390739571,-1.429453461,-0.960813881,-1.124390448,-0.635439679,-0.351296407,-0.347287239,-0.6960617,-0.402852565,-0.44746703,-1.219181094,-0.676329256,-1.220188635,-0.747022659,-1.147637781,-0.707738237,-0.926958233,-1.183212448,-1.236401153,-1.590050941,-1.606925982,-0.593041419,-2.125211759,-1.232731832,-1.785636575,-2.266597983,-2.81387578,-1.932156274,-2.1309483,-1.144287343,-1.112426919,-1.911974545,-2.217914559
MBURv2_10011,-0.44750429,-0.606273214,0.404903413,0.42853796,0.355062067,0.086767891,0.311743021,-1.068864352,-1.031674662,-0.721202458,-1.010115408,-0.576061132,-0.41138281,-0.358877008,-0.356718229,-0.323229351,-0.16602616,-1.141178582,-0.829525063,-0.897805401,-0.726425754,-0.84551196,-0.976285788,-0.670343702,-1.082028713,-1.096998097,-1.292849932,-1.138339014,-1.280573653,-1.594103707,-1.344071775,-2.795096904,-1.267496298,-1.122896391,-1.347068054,-2.462336724,-0.988688426,-0.312493181,-1.442781275,-1.220179387
MBURv2_10013,-0.332843139,-0.45776021,-0.579378354,-0.696295177,-0.754009297,-0.623063425,-0.738915347,-1.654070256,-1.538920954,-1.494756716,-1.643838743,-1.317037963,-1.360669154,-1.274581142,-1.175464277,-1.046751897,-1.131872565,-1.805498875,-1.499622781,-1.43566872,-1.635740508,-1.499260305,-1.716169034,-1.433969665,-1.519246524,-1.91762162,-1.721876153,-1.813600169,-2.252004501,-1.942142467,-1.779774464,-2.296666228,-1.276566393,-1.327965233,-1.278814157,-1.416096546,-1.486957142,-0.925607825,-1.779516846,-1.551539878
MBURv2_10014,0.482919868,0.622403332,0.996885762,0.636181551,0.401896156,0.691523406,0.367861733,-0.54570182,-0.472947306,-0.151241361,-0.146280702,-0.628097704,-0.768704811,-0.650078013,-0.453428487,-0.107153603,-0.263802742,-0.213823884,0.049220294,-0.052634538,0.036583661,-0.148097898,-0.209062691,-0.220310782,-0.319782852,-0.190107501,-0.353011744,-0.450146356,-0.982543826,-0.311180772,-0.20719674,-0.760101483,0.506171039,1.211659312,0.471890441,0.511258152,-0.564887047,-0.387551305,-0.76551467,-0.700098969
MBURv2_10015,-0.146114182,-0.215278607,0.165303177,0.104409372,0.071518213,-0.011287684,0.060296657,-1.133124261,-1.052953659,-0.815773811,-1.046888784,-1.434431128,-1.14444066,-0.970764011,-0.781867656,-0.8645833,-0.662067816,-0.938086717,-0.813794216,-1.22308387,-1.16429863,-1.262965225,-1.205535318,-1.26952487,-1.688714432,-1.545982928,-1.085578358,-0.86469769,-1.070938942,-0.808784308,-1.285538191,-1.301008804,0.099385292,-0.134232026,-0.114104769,-0.13936054,-1.38973878,-0.983191359,-1.578105628,-1.157464941
MBURv2_10016,-0.443885546,-0.394757915,0.07644675,0.244589097,0.023855641,-0.193237361,-0.054836406,-1.520122714,-1.501568695,-1.400392157,-1.513300766,-1.779077989,-1.210170435,-1.398947018,-1.182294523,-1.37530717,-1.070512199,-1.868652728,-1.272168879,-1.647151346,-1.517708871,-1.70231166,-1.702984707,-1.611275607,-1.545516388,-1.625926563,-1.585297411,-1.478790036,-2.003325388,-1.602609924,-1.932522419,-2.195920544,-0.674022298,-0.976232236,-0.826425096,-0.775697523,-1.910909438,-1.494421844,-2.005068338,-1.980500272
MBURv2_10017,-0.020934651,0.060153387,-0.221941622,0.239143072,-0.122252984,-0.521135222,-0.290053946,-0.967445645,-0.963466658,-0.756588771,-0.710783218,-1.236742865,-0.865810603,-0.911578971,-0.916238681,-1.081664367,-0.707015773,-0.392289821,-0.169524731,-0.593384334,-0.628693264,-0.665758216,-0.545716331,-0.715791714,-0.757026382,-0.196106242,-0.775019823,-0.406817384,-0.70341439,-0.74181056,-0.474482224,-0.480972047,-0.545800099,0.428052993,-0.482751072,0.148948323,-1.273698859,-1.12271727,-1.693892514,-1.371914462
MBURv2_10018,-0.314000763,-0.326294182,0.385813046,0.542847462,0.3269301,0.030441972,0.390799093,-1.862026237,-1.932047831,-1.845692115,-2.056576581,-1.445288457,-1.293279376,-1.335406994,-1.353811387,-1.393345662,-1.336601317,-2.033195902,-2.247864877,-2.168457867,-2.022368617,-1.840090609,-2.075510762,-1.688555791,-1.859285155,-2.017029792,-1.638187462,-2.235248471,-2.13021602,-1.631492352,-2.113860835,-3.130166099,-2.096554334,-2.099511615,-1.947083775,-1.451631082,-2.57385297,-2.396349679,-2.990844193,-2.631391436
MBURv2_10019,-0.693746711,-0.984473946,0.761818133,0.708139582,0.443605174,0.341038234,0.347589338,-1.92767164,-1.901833218,-2.289335473,-2.675071814,-1.432147357,-1.300073226,-1.20302193,-1.385485886,-1.665274492,-1.417316037,-3.633031679,-2.662758617,-2.788116641,-2.622204394,-3.002521074,-2.737766193,-2.70207506,-3.166428678,-2.888411475,-2.644498725,-2.719607031,-2.898367546,-3.091603366,-3.029198438,-3.877559065,-1.902840988,-1.735873268,-1.953689436,-2.281764479,-2.902092328,-2.610841799,-3.220388854,-3.151500021
MBURv2_10020,-0.141214799,-0.06160342,1.033656142,0.793024848,0.601473339,0.697451637,0.547296207,-1.485571579,-1.643068217,-1.467282447,-1.652767665,-0.264741719,-0.446318305,-0.219726092,-0.909971257,-0.679343877,-0.852136572,-1.995915635,-1.793986356,-1.818067403,-1.822310786,-1.889268521,-1.8249192,-1.341892561,-1.74654335,-1.600262779,-1.872781148,-1.509837628,-1.446397241,-1.793094159,-2.041476768,-3.19795969,-1.342346226,-1.494395005,-1.219206154,-1.443735741,-1.89265966,-1.798023624,-2.317556081,-2.215715514
MBURv2_10021,-0.152565613,-0.621201996,0.961149325,0.598369164,0.454172667,0.634142742,0.480914307,-1.604233071,-1.786927411,-1.484068947,-1.574609743,-0.167526487,-0.283936298,-0.129639393,-1.026792111,-0.520777824,-0.834980862,-2.317964777,-1.916265985,-2.361459046,-1.989065044,-2.034268227,-1.848008339,-1.6181368,-1.530078914,-1.782248654,-1.661282965,-1.766134606,-1.834336746,-1.923786028,-2.09601179,-3.019069784,-1.453737539,-1.385995602,-1.330192613,-1.670712749,-1.95699194,-1.747914212,-2.290230694,-2.471560989
MBURv2_10022,0.021137626,-0.525254772,0.361836985,0.167890376,0.135079842,0.206317942,0.090529854,-1.102701253,-1.297476467,-1.022792776,-1.101782525,0.054693699,-0.058025908,0.098342831,-0.55865223,-0.144950879,-0.282685602,-2.177620578,-2.043725892,-2.306537932,-2.269875982,-1.906737535,-2.218332729,-1.584224489,-1.778595687,-1.927436632,-2.129925552,-2.004569276,-2.247105701,-2.040977293,-2.221376246,-2.253864169,-0.888421928,-1.164056143,-0.686105594,-1.086706194,-1.350349363,-1.214588593,-1.338216395,-1.613298102
MBURv2_10023,-0.282195001,-0.214208342,-0.251123693,-0.428344213,-0.633586299,-0.446120798,-0.622463118,-1.451048428,-1.424468012,-1.442132254,-1.512035893,-1.200660276,-1.270518753,-1.373336259,-1.062499813,-0.756448058,-0.903150966,-1.752003146,-1.449002939,-1.588107792,-1.909642859,-1.29019802,-1.595730069,-1.310242538,-1.654633955,-1.594928604,-1.890174666,-1.74401109,-1.134275711,-1.788842682,-1.298103432,-1.657260541,-0.726978022,-0.97854672,-1.076692657,-0.718476244,-1.440409137,-1.318214221,-1.63940736,-1.56701007
MBURv2_10024,-0.379929853,0.221258182,-0.628115761,-0.442922223,-0.62950434,-0.681508781,-0.640510395,-1.51511899,-1.530457486,-1.830828221,-1.699083887,-1.84644534,-1.706340029,-1.758873472,-1.191634929,-1.406746088,-1.277547434,-1.406501165,-1.451742245,-1.643898278,-1.500082229,-1.481084379,-1.806473235,-1.344728449,-1.456562337,-1.653660454,-1.423941586,-1.712962083,-1.187178482,-1.35280984,-1.080396215,-2.176240244,-1.96765025,-1.867444461,-1.878037086,-1.699090155,-1.944569595,-1.870010773,-2.303823527,-2.345483822
MBURv2_10025,-0.535509939,-0.668709847,-0.690468857,-0.862585233,-1.107040002,-0.821229537,-1.207196558,-1.432168537,-1.303974544,-1.236755138,-1.440240804,-1.472006522,-1.666013015,-1.437021911,-1.435583584,-1.130834418,-1.236773168,-1.508806721,-1.226589653,-1.480942415,-1.340363577,-1.684746811,-1.378057876,-1.362930551,-1.766918184,-1.464626236,-1.728197234,-1.01114074,-1.985760539,-1.147287499,-1.243580317,-1.611315102,-0.26881828,-0.332125782,-0.473320668,-0.8862375,-1.062492485,-0.909116235,-0.998088239,-0.828225114
MBURv2_10026,-0.596145525,-0.15148961,-1.580534293,-1.484415738,-1.74068282,-1.664470153,-1.938108788,-2.053812062,-2.001958541,-1.756209187,-1.863229672,-2.169343579,-1.92419689,-1.957673817,-2.175304271,-2.066217161,-1.9654124,-1.673785678,-1.403952334,-1.567207711,-1.530736512,-1.563870554,-1.700709467,-1.58989678,-1.689627097,-1.931260892,-2.150138773,-2.256955939,-2.383249034,-2.137811795,-2.160442971,-1.061271018,-0.801150723,-0.389070504,-0.954406481,-0.591007314,-1.74184988,-1.72434475,-1.789222729,-1.58281634
MBURv2_10027,-0.267784861,-0.245512295,-0.826387593,-0.716560123,-0.757912618,-0.904504779,-0.742844451,-1.420232643,-1.30255848,-1.251246972,-1.490651154,-1.315146778,-1.024686009,-0.964727462,-1.099287732,-1.29595471,-1.038934884,-0.999060276,-1.25495023,-1.32140025,-1.371937285,-1.550620103,-1.394034729,-1.482930468,-1.660904513,-1.007667205,-1.474084923,-1.501048781,-1.617073541,-1.593408743,-1.400419705,-1.248780332,-0.154057052,0.083236677,-0.49285534,-0.476908517,-1.220407976,-0.982937162,-1.166304286,-1.113962235
MBURv2_10028,-0.009854433,-0.238662586,-0.907176154,-0.909248922,-0.988885879,-0.991176934,-0.965170777,-1.70521063,-1.627258839,-1.671930548,-1.661288478,-1.458605116,-1.480986142,-1.358801524,-1.401423617,-1.387981472,-1.341057734,-1.552290378,-1.619492022,-1.70602218,-2.09673391,-1.590076822,-1.984396193,-1.632083001,-1.912393953,-1.822218483,-1.959940074,-2.042133453,-1.910553848,-1.446961181,-2.349162346,-2.182876197,-0.485609299,-0.530995668,-0.803327084,-1.080728945,-1.502320882,-1.442434299,-1.787991135,-1.552278906
MBURv2_10029,-0.037748304,-0.278288404,-0.489679976,-0.837629884,-0.702737351,-0.461830959,-0.737507636,-1.55899974,-1.533461118,-1.710514974,-2.004513833,-1.196634014,-1.593198777,-1.39519147,-1.122148619,-0.879282747,-1.147252533,-1.982480836,-1.768029276,-2.062128826,-1.864738348,-2.082225604,-2.300606325,-2.196626605,-2.287870814,-2.038827227,-2.241021983,-1.825452313,-2.342535361,-1.77691981,-1.731736622,-2.249376035,-0.805524939,-1.225047189,-1.052843299,-1.617407837,-1.741028934,-1.509864009,-1.925449233,-1.77620684
MBURv2_10030,0.130403453,-0.111446802,0.029505361,-0.213942911,-0.248221414,-0.075326288,-0.061489001,-0.816534437,-0.68479093,-0.893446221,-1.051365612,-0.605800189,-0.702431592,-0.698908875,-0.677110972,-0.499731558,-0.635808402,-0.404212988,-1.062229859,-0.842625841,-1.400156662,-1.117998291,-1.805754485,-1.125255733,-1.359585259,-1.096998097,-1.138487566,-0.788790596,-0.967551111,-0.921678365,-0.888335902,-1.408073781,0.1698585,-1.348850145,-0.06402335,-1.168423006,-0.759456548,-0.585720686,-0.933767628,-0.945049144
MBURv2_10031,0.134136172,0.074120708,0.1430832,-0.225906209,-0.291839345,0.049533026,-0.213107986,-1.551923578,-1.466515181,-1.705953834,-1.834569444,-1.167972899,-1.483685982,-1.268425016,-0.895889411,-0.592854193,-0.928732891,-1.808823116,-1.142437844,-1.398944801,-1.475293551,-1.544634725,-1.713638209,-1.503806143,-1.61945814,-1.91961729,-1.639476158,-1.525190751,-1.54525352,-1.690768162,-1.229338053,-2.882238586,-1.033339039,-1.698973685,-0.958368957,-1.540018076,-1.140178118,-0.994282083,-1.197846906,-1.137521994
MBURv2_10032,-0.183793357,-0.144061166,-0.812616334,-0.99343537,-0.911742983,-0.836111507,-1.085308485,-1.94766775,-1.869892834,-1.991905911,-1.994052753,-1.60134054,-1.832377764,-1.745509288,-1.504321252,-1.093215002,-1.36046452,-2.071100147,-1.67910822,-1.963508648,-1.938984009,-1.915023324,-2.136041647,-1.811678078,-1.869779991,-1.910486066,-2.074172752,-1.924508606,-1.77546446,-1.657012873,-1.851316713,-2.173608528,-1.248577576,-1.262856294,-1.512361165,-1.522531506,-1.984196377,-1.779881997,-2.130021496,-2.030332138
MBURv2_10033,0.050874794,-0.174777729,0.075293532,-0.216988783,-0.027820968,0.040395916,-0.17974216,-1.527579588,-1.525404793,-1.735718338,-1.832075588,-0.663523973,-1.09051591,-0.800226553,-0.836106139,-0.333300784,-0.729381706,-2.296513537,-1.965453393,-2.191386608,-2.180481355,-2.150671842,-2.367180086,-1.897993887,-2.03634072,-2.094504241,-2.099640706,-1.983727068,-2.234637369,-1.934212718,-1.767412578,-2.597157527,-0.684292416,-1.178631525,-0.753141206,-1.559695602,-1.461043602,-1.126832134,-1.636567839,-1.478156136
MBURv2_10034,-0.145538436,-0.254366791,-0.389114498,-0.364482507,-0.393798238,-0.447678746,-0.368334339,-1.991868352,-1.921456129,-1.841181569,-2.010315452,-1.08130657,-1.094867662,-0.951031236,-1.008692728,-0.978655067,-0.964778798,-2.11226589,-1.611884677,-2.064363831,-1.919285902,-1.98300708,-2.095502174,-1.686418465,-1.8594627,-1.577759778,-1.561138249,-1.414280904,-1.293481137,-1.987402547,-1.534622174,-3.012145105,-1.361234857,-1.623544568,-1.508267857,-1.295335118,-2.310853332,-1.853916797,-2.600637095,-2.369095838
MBURv2_10035,-0.063183024,-0.220102194,-0.700801748,-0.708104892,-0.679227906,-0.910624267,-0.706485608,-1.524639784,-1.510021102,-1.528108292,-1.740059261,-1.538101561,-1.125112151,-1.129541129,-1.365365512,-1.247052937,-1.159681619,-1.264913951,-1.266753931,-1.686165939,-1.624569293,-1.30194316,-1.696501888,-1.187742919,-1.375652955,-2.286822656,-1.387558077,-1.386551598,-1.075506845,-1.685238169,-1.361042002,-1.897458622,-0.905004182,-0.232210869,-1.172134672,-0.8922731,-2.01510129,-1.503082082,-2.08416921,-1.954002067
MBURv2_10036,0.499637263,0.530099227,0.538378652,0.548344399,0.439279249,0.461260619,0.48075579,-0.793284512,-0.805908798,-0.603556611,-0.682024574,0.101525915,-0.153994967,-0.095110253,-0.245249925,-0.434595459,-0.339090869,-1.681746964,-0.57366469,-0.891642662,-1.227648499,-0.934475686,-0.726803143,-0.760419047,-0.25373246,-1.190107501,-0.130619322,-0.943960969,-0.229636688,-1.114323443,-0.707270343,-1.385705968,0.059332043,0.097016746,-0.018229688,-0.204948882,-0.540823342,-0.407233671,-0.787429447,-0.470885281
MBURv2_10037,-0.090195686,0.084596447,0.349109203,0.590332618,0.370751013,0.467683928,0.441561826,-0.723956042,-0.716801324,-0.461403868,-0.889700242,-0.108004355,-0.050159156,0.249588583,-0.3077725,-0.166906837,-0.052033234,-0.81495035,-0.461700998,-1.013688258,-0.945215385,-0.81895807,-0.857743478,-0.362400131,-0.395653064,-0.623928476,-1.132578175,-0.840125158,-1.241278094,-0.595450132,-0.866468938,-1.381405831,0.23028205,-0.108475501,-0.16535545,-0.46368315,-0.493773557,-0.196482656,-0.605591124,-0.592469584
MBURv2_10038,0.256596213,0.456433106,0.329573514,0.417218473,0.174354136,0.078168403,0.190527641,-0.416781218,-0.432214141,-0.318856004,-0.37035692,-0.72052118,-0.596839162,-0.479300635,-0.106128405,-0.246807061,-0.110356921,-0.284732486,-0.02989519,-0.281751173,-0.228387699,-0.45679808,-0.287594924,-0.285797999,-0.437815978,-0.355590509,-0.076749425,-0.098084114,-0.252799155,-0.185984428,-0.237361423,-0.663817831,-0.356422419,0.099356343,-0.355351816,-0.523702729,-0.511487013,-0.556469082,-0.734832329,-0.778613625
MBURv2_10039,-1.647204125,0.656631633,0.43791847,1.745551362,1.276040438,0.165128525,1.183182965,-1.919777725,-2.47733539,-2.588698652,-2.254496131,-2.8578321,-1.165490606,-1.608337,-0.033096688,-1.095908846,-0.191603257,-0.516687717,-0.189521199,-0.129802399,-0.624165911,0.15643281,-0.21222997,0.370825487,0.45869095,-0.637566478,-0.36765852,-0.692422202,-0.814599189,-0.258713352,-0.806806017,-0.707634063,-1.626716583,-0.212311312,-0.114305659,0.910528336,-1.525716449,-1.859745876,-1.479307151,-1.901125187
MBURv2_10040,0.393811179,0.102461691,1.447536472,1.498958384,1.332103207,1.236063286,1.276904103,-0.179709471,-0.170050628,-0.136429416,-0.309609595,-1.256698309,-1.368444106,-1.273811892,-0.195116491,-0.288609582,-0.194612066,-1.416813025,-0.722481853,-0.629777535,-0.751210455,-0.805960946,-0.712205106,-0.573385392,-0.778536513,-1.083619067,-1.083865554,-0.858231095,-1.081084194,-0.748769505,-0.786468129,-0.961735344,-0.604913658,-0.867117801,0.456908826,0.309624291,-1.098410113,-1.203772836,-1.187608987,-1.201047687
MBURv2_10041,0.075955669,0.738685849,1.409904094,0.591480312,0.618321595,1.356758693,0.583314258,-1.069310938,-1.987873049,-0.818996272,-0.664016625,-0.822642672,-0.809346795,-1.079479601,-0.622175297,-0.06488195,-0.894306027,-0.503748662,0.482291716,-0.455846602,0.305444761,-0.970099596,0.281977742,-0.587951851,-0.711234052,0.287665754,-0.344938443,-0.336278392,-0.292646485,-0.391163648,0.086278779,0.370368449,0.660673093,0.679164231,0.811845311,0.947054212,-0.473249029,-0.43210834,-0.467028822,-0.426216232
MBURv2_10042,-0.270441294,-0.286529342,0.065529528,-0.092642017,-0.257428681,-0.127293548,-0.246097303,-1.605453922,-1.573036268,-1.727094483,-2.003566608,-1.550020349,-1.494378481,-1.444413149,-1.15892682,-1.119727507,-1.166925032,-2.194633074,-1.902354584,-2.159860286,-2.081111784,-2.135349678,-2.068175452,-1.830485479,-2.049471784,-1.984442637,-2.075962246,-2.130473521,-2.093155389,-1.960130693,-2.047887511,-2.903627668,-1.378261456,-1.614384683,-1.344322545,-1.624568508,-1.853306937,-1.72055529,-2.001503507,-2.105418839
MBURv2_10043,-0.201343703,-0.162811187,1.055206858,1.031937106,0.817930371,0.822023267,0.783289308,-1.129391542,-1.021964313,-1.162293202,-1.49845216,-1.125346929,-1.171677244,-1.008925006,-0.559062269,-0.52266373,-0.498569083,-1.254560382,-1.194322185,-1.151471401,-1.197534959,-0.910937523,-1.187156788,-0.851931666,-1.016117657,-0.735360292,-0.950226505,-1.058639573,-0.832779205,-0.880337569,-0.826106573,-1.924445452,-1.004362633,-0.933319332,-1.065516607,-1.216176137,-1.263148105,-1.329367,-1.646009692,-1.650655901
MBURv2_10044,-0.168235808,-0.124857956,0.124810076,0.3003574,0.024094603,-0.127399646,0.020516106,-0.970147806,-1.005431098,-0.787043903,-0.855665836,-1.03854953,-0.751690544,-0.707449045,-0.625701178,-0.775562784,-0.541255631,-0.430140889,-0.435163281,-0.678456805,-0.590149851,-0.694597712,-0.486622716,-0.623693466,-0.763637425,-0.442943073,-0.526157324,-0.531102768,-0.577339197,-0.544842832,-0.565714164,-0.947553747,-0.469031186,-0.070446171,-0.48736521,-0.227997372,-0.935320062,-1.082310228,-1.139218309,-1.171437995
MBURv2_10045,0.214766815,0.249737625,-0.146434399,-0.126379879,-0.2865036,-0.330844407,-0.340845601,-0.634250348,-0.739330162,-0.375264087,-0.407921299,-0.525331369,-0.527099269,-0.439254625,-0.544966217,-0.466449462,-0.433596082,-0.553048803,-0.332125059,-0.680396752,-0.541121484,-0.673221096,-0.680076396,-0.613352654,-0.721754471,-0.735908464,-0.824329692,-0.761498166,-0.551320899,-0.621087954,-0.704103064,-0.563515959,0.088861499,0.437219013,0.04260054,0.269109131,-0.592226817,-0.458222162,-0.652357513,-0.666803968
